cycle,i_word
1,0
2,0.03125
3,-0.03125
4,3.96875
5,-4
6,0.03125
7,0
8,0.0625
9,-0.03125
10,-0.0625
11,0
12,-1.875
13,-0.71875
14,0.4375
15,1.59375
16,2.75
17,0
18,0.03125
19,-0.03125
20,3.96875
21,-4
22,0.03125
23,0
24,0.0625
25,-0.03125
26,-0.0625
27,0
28,0.625
29,1.78125
30,2.9375
31,-3.90625
32,-2.75
33,0
34,0.03125
35,-0.03125
36,3.96875
37,-4
38,0.03125
39,0
40,0.0625
41,-0.03125
42,-0.0625
43,0
44,3.125
45,-3.71875
46,-2.5625
47,-1.40625
48,-0.25
49,0
50,0.03125
51,-0.03125
52,3.96875
53,-4
54,0.03125
55,0
56,0.0625
57,-0.03125
58,-0.0625
59,0
60,-2.375
61,-1.21875
62,-0.0625
63,1.09375
64,2.25
65,0
66,0.03125
67,-0.03125
68,3.96875
69,-4
70,0.03125
71,0
72,0.0625
73,-0.03125
74,-0.0625
75,0
76,0.125
77,1.28125
78,2.4375
79,3.59375
80,-3.25
81,0
82,0.03125
83,-0.03125
84,3.96875
85,-4
86,0.03125
87,0
88,0.0625
89,-0.03125
90,-0.0625
91,0
92,2.625
93,3.78125
94,-3.0625
95,-1.90625
96,-0.75
97,0
98,0.03125
99,-0.03125
100,3.96875
101,-4
102,0.03125
103,0
104,0.0625
105,-0.03125
106,-0.0625
107,0
108,-2.875
109,-1.71875
110,-0.5625
111,0.59375
112,1.75
113,0
114,0.03125
115,-0.03125
116,3.96875
117,-4
118,0.03125
119,0
120,0.0625
121,-0.03125
122,-0.0625
123,0
124,-0.375
125,0.78125
126,1.9375
127,3.09375
128,-3.75
129,0
130,0.03125
131,-0.03125
132,3.96875
133,-4
134,0.03125
135,0
136,0.0625
137,-0.03125
138,-0.0625
139,0
140,2.125
141,3.28125
142,-3.5625
143,-2.40625
144,-1.25
145,0
146,0.03125
147,-0.03125
148,3.96875
149,-4
150,0.03125
151,0
152,0.0625
153,-0.03125
154,-0.0625
155,0
156,-3.375
157,-2.21875
158,-1.0625
159,0.09375
160,1.25
161,0
162,0.03125
163,-0.03125
164,3.96875
165,-4
166,0.03125
167,0
168,0.0625
169,-0.03125
170,-0.0625
171,0
172,-0.875
173,0.28125
174,1.4375
175,2.59375
176,3.75
177,0
178,0.03125
179,-0.03125
180,3.96875
181,-4
182,0.03125
183,0
184,0.0625
185,-0.03125
186,-0.0625
187,0
188,1.625
189,2.78125
190,3.9375
191,-2.90625
192,-1.75
193,0
194,0.03125
195,-0.03125
196,3.96875
197,-4
198,0.03125
199,0
200,0.0625
201,-0.03125
202,-0.0625
203,0
204,-3.875
205,-2.71875
206,-1.5625
207,-0.40625
208,0.75
209,0
210,0.03125
211,-0.03125
212,3.96875
213,-4
214,0.03125
215,0
216,0.0625
217,-0.03125
218,-0.0625
219,0
220,-1.375
221,-0.21875
222,0.9375
223,2.09375
224,3.25
225,0
226,0.03125
227,-0.03125
228,3.96875
229,-4
230,0.03125
231,0
232,0.0625
233,-0.03125
234,-0.0625
235,0
236,1.125
237,2.28125
238,3.4375
239,-3.40625
240,-2.25
241,0
242,0.03125
243,-0.03125
244,3.96875
245,-4
246,0.03125
247,0
248,0.0625
249,-0.03125
250,-0.0625
251,0
252,3.625
253,-3.21875
254,-2.0625
255,-0.90625
256,0.25
257,0
258,0.03125
259,-0.03125
260,3.96875
261,-4
262,0.03125
263,0
264,0.0625
265,-0.03125
266,-0.0625
267,0
268,-1.875
269,-0.71875
270,0.4375
271,1.59375
272,2.75
273,0
274,0.03125
275,-0.03125
276,3.96875
277,-4
278,0.03125
279,0
280,0.0625
281,-0.03125
282,-0.0625
283,0
284,0.625
285,1.78125
286,2.9375
287,-3.90625
288,-2.75
289,0
290,0.03125
291,-0.03125
292,3.96875
293,-4
294,0.03125
295,0
296,0.0625
297,-0.03125
298,-0.0625
299,0
300,3.125
301,-3.71875
302,-2.5625
303,-1.40625
304,-0.25
305,0
306,0.03125
307,-0.03125
308,3.96875
309,-4
310,0.03125
311,0
312,0.0625
313,-0.03125
314,-0.0625
315,0
316,-2.375
317,-1.21875
318,-0.0625
319,1.09375
320,2.25
321,0
322,0.03125
323,-0.03125
324,3.96875
325,-4
326,0.03125
327,0
328,0.0625
329,-0.03125
330,-0.0625
331,0
332,0.125
333,1.28125
334,2.4375
335,3.59375
336,-3.25
337,0
338,0.03125
339,-0.03125
340,3.96875
341,-4
342,0.03125
343,0
344,0.0625
345,-0.03125
346,-0.0625
347,0
348,2.625
349,3.78125
350,-3.0625
351,-1.90625
352,-0.75
353,0
354,0.03125
355,-0.03125
356,3.96875
357,-4
358,0.03125
359,0
360,0.0625
361,-0.03125
362,-0.0625
363,0
364,-2.875
365,-1.71875
366,-0.5625
367,0.59375
368,1.75
369,0
370,0.03125
371,-0.03125
372,3.96875
373,-4
374,0.03125
375,0
376,0.0625
377,-0.03125
378,-0.0625
379,0
380,-0.375
381,0.78125
382,1.9375
383,3.09375
384,-3.75
385,0
386,0.03125
387,-0.03125
388,3.96875
389,-4
390,0.03125
391,0
392,0.0625
393,-0.03125
394,-0.0625
395,0
396,2.125
397,3.28125
398,-3.5625
399,-2.40625
400,-1.25
401,0
402,0.03125
403,-0.03125
404,3.96875
405,-4
406,0.03125
407,0
408,0.0625
409,-0.03125
410,-0.0625
411,0
412,-3.375
413,-2.21875
414,-1.0625
415,0.09375
416,1.25
417,0
418,0.03125
419,-0.03125
420,3.96875
421,-4
422,0.03125
423,0
424,0.0625
425,-0.03125
426,-0.0625
427,0
428,-0.875
429,0.28125
430,1.4375
431,2.59375
432,3.75
433,0
434,0.03125
435,-0.03125
436,3.96875
437,-4
438,0.03125
439,0
440,0.0625
441,-0.03125
442,-0.0625
443,0
444,1.625
445,2.78125
446,3.9375
447,-2.90625
448,-1.75
449,0
450,0.03125
451,-0.03125
452,3.96875
453,-4
454,0.03125
455,0
456,0.0625
457,-0.03125
458,-0.0625
459,0
460,-3.875
461,-2.71875
462,-1.5625
463,-0.40625
464,0.75
465,0
466,0.03125
467,-0.03125
468,3.96875
469,-4
470,0.03125
471,0
472,0.0625
473,-0.03125
474,-0.0625
475,0
476,-1.375
477,-0.21875
478,0.9375
479,2.09375
480,3.25
481,0
482,0.03125
483,-0.03125
484,3.96875
485,-4
486,0.03125
487,0
488,0.0625
489,-0.03125
490,-0.0625
491,0
492,1.125
493,2.28125
494,3.4375
495,-3.40625
496,-2.25
497,0
498,0.03125
499,-0.03125
500,3.96875
501,-4
502,0.03125
503,0
504,0.0625
505,-0.03125
506,-0.0625
507,0
508,3.625
509,-3.21875
510,-2.0625
511,-0.90625
512,0.25
513,0
514,0.03125
515,-0.03125
516,3.96875
517,-4
518,0.03125
519,0
520,0.0625
521,-0.03125
522,-0.0625
523,0
524,-1.875
525,-0.71875
526,0.4375
527,1.59375
528,2.75
529,0
530,0.03125
531,-0.03125
532,3.96875
533,-4
534,0.03125
535,0
536,0.0625
537,-0.03125
538,-0.0625
539,0
540,0.625
541,1.78125
542,2.9375
543,-3.90625
544,-2.75
545,0
546,0.03125
547,-0.03125
548,3.96875
549,-4
550,0.03125
551,0
552,0.0625
553,-0.03125
554,-0.0625
555,0
556,3.125
557,-3.71875
558,-2.5625
559,-1.40625
560,-0.25
561,0
562,0.03125
563,-0.03125
564,3.96875
565,-4
566,0.03125
567,0
568,0.0625
569,-0.03125
570,-0.0625
571,0
572,-2.375
573,-1.21875
574,-0.0625
575,1.09375
576,2.25
577,0
578,0.03125
579,-0.03125
580,3.96875
581,-4
582,0.03125
583,0
584,0.0625
585,-0.03125
586,-0.0625
587,0
588,0.125
589,1.28125
590,2.4375
591,3.59375
592,-3.25
593,0
594,0.03125
595,-0.03125
596,3.96875
597,-4
598,0.03125
599,0
600,0.0625
601,-0.03125
602,-0.0625
603,0
604,2.625
605,3.78125
606,-3.0625
607,-1.90625
608,-0.75
609,0
610,0.03125
611,-0.03125
612,3.96875
613,-4
614,0.03125
615,0
616,0.0625
617,-0.03125
618,-0.0625
619,0
620,-2.875
621,-1.71875
622,-0.5625
623,0.59375
624,1.75
625,0
626,0.03125
627,-0.03125
628,3.96875
629,-4
630,0.03125
631,0
632,0.0625
633,-0.03125
634,-0.0625
635,0
636,-0.375
637,0.78125
