0 0 0 ffffffef ffffffe8
0 0 1 fffffffd fffffffc
0 0 2 00000006 00000003
0 0 3 00000003 00000003
0 0 4 fffffffe 00000000
0 0 5 00000000 00000000
0 0 6 00000000 00000000
0 0 7 00000000 00000000
0 0 8 00000000 00000000
0 0 9 00000000 00000000
0 0 10 00000002 00000000
0 0 11 fffffc54 00000000
0 0 12 000080d1 00000002
0 0 13 fffbce00 fffffff8
0 0 14 000e1492 00000003
0 0 15 ffe7c5c2 00000008
0 1 0 ffffff97 00000283
0 1 1 00000294 000000f5
0 1 2 ffffff91 ffffffdf
0 1 3 ffffffd5 ffffffa0
0 1 4 00000008 ffffffed
0 1 5 00000002 ffffffff
0 1 6 fffffffd 00000000
0 1 7 00000000 00000000
0 1 8 00000000 00000000
0 1 9 000000b2 00000003
0 1 10 ffff78a3 00000004
0 1 11 000d1925 fffffffa
0 1 12 ffa923f2 00000030
0 1 13 00ebff33 0000017e
0 1 14 fe8c54d7 ffffff0d
0 1 15 01b4a909 fffffecd
0 2 0 000001bf ffffffd0
0 2 1 fffffe6a fffffd2a
0 2 2 fffffe90 000000f0
0 2 3 00000040 fffffffa
0 2 4 ffffffb0 00000063
0 2 5 ffffffd1 ffffffaa
0 2 6 ffffffff 00000005
0 2 7 fffffffd fffffffe
0 2 8 0000035f fffffffe
0 2 9 fffd76fd fffffffa
0 2 10 003c6333 00000024
0 2 11 fed729e5 00000059
0 2 12 01fffeff 0000018d
0 2 13 fe0202c1 000000e5
0 2 14 01a76a3c fffffe40
0 2 15 fe941a3b 000001cf
0 3 0 ffffffa7 0000006d
0 3 1 ffffff8f 00000022
0 3 2 00000072 00000054
0 3 3 ffffff02 00000173
0 3 4 fffffea4 fffffe00
0 3 5 000001e0 fffffd70
0 3 6 ffffffc0 0000001f
0 3 7 00000312 fffffffe
0 3 8 fffbe2bb ffffffff
0 3 9 006b2dee 0000004e
0 3 10 fe5781b2 ffffffd9
0 3 11 01d8b564 0000029a
0 3 12 fee71a42 00000071
0 3 13 00b40c02 ffffffe6
0 3 14 ff65e69d ffffff81
0 3 15 009495ba ffffffe2
0 4 0 00000079 00000016
0 4 1 00000023 0000004f
0 4 2 ffffffcc ffffff6e
0 4 3 ffffff15 0000000c
0 4 4 00000064 ffffff08
0 4 5 00000279 00000054
0 4 6 0000040a 00000036
0 4 7 fffdb47e ffffffc8
0 4 8 0066ae26 000000aa
0 4 9 fe425069 fffffe64
0 4 10 017879bd 00000161
0 4 11 ff481ae5 ffffff7a
0 4 12 0092da11 00000034
0 4 13 ff6f88ff ffffffee
0 4 14 00906089 000000c6
0 4 15 ff6f9fa4 ffffff71
0 5 0 ffffffbf 00000044
0 5 1 0000000a fffffff3
0 5 2 00000063 ffffffd8
0 5 3 000000b4 ffffff82
0 5 4 ffffffec 00000010
0 5 5 000000ab ffffffe7
0 5 6 ffff84fa 000001da
0 5 7 003804e3 fffffd61
0 5 8 fe722fb7 0000005c
0 5 9 015c09ef 00000133
0 5 10 ff5c2cfb ffffff78
0 5 11 0090b8cb ffffffb7
0 5 12 ff6fa00a 00000058
0 5 13 00906177 0000004d
0 5 14 ff6f5fea 0000005b
0 5 15 00918cf5 000000d0
0 6 0 00000082 ffffff3a
0 6 1 00000014 00000028
0 6 2 00000095 0000004b
0 6 3 fffffff5 0000007b
0 6 4 00000085 ffffff96
0 6 5 fffff921 ffffffeb
0 6 6 000e2148 ffffff79
0 6 7 feeaad2d fffffeaf
0 6 8 0182468c ffffffcc
0 6 9 ff57ca3f 0000000a
0 6 10 0090968a 0000009d
0 6 11 ff6fa08c 0000000a
0 6 12 009064a1 fffffff7
0 6 13 ff6dd6bc ffffffab
0 6 14 00a10707 fffffff1
0 6 15 ff4c59c1 00000088
0 7 0 fffffede ffffffdf
0 7 1 0000012b 00000005
0 7 2 00000021 00000084
0 7 3 ffffff72 00000001
0 7 4 ffffffe1 ffffffe5
0 7 5 00012472 ffffff54
0 7 6 ff92cc36 0000004d
